time, id1, id2, amount, message
2016-11-02 09:49:29,3996.0,3867.0,6.2, teaching Paul how to Mariocart 
2016-11-02 09:49:29,59379.0,12826.0,12.54, Stuff 
2016-11-02 09:49:29,32854.0,11045.0,27.03, 🚖 
2016-11-02 09:49:29,1613.0,17.0,5.74, July 💻💸 
2016-11-02 09:49:29,34384.0,2842.0,25.58, June bills 
2016-11-02 09:49:29,75113.0,8912.0,12.99, I'll never tell!! 
2016-11-02 09:49:29,45374.0,48312.0,27.76, 🍟 🍟 
2016-11-02 09:49:29,52371.0,8571.0,14.29, Tickets are the worst 
2016-11-02 09:49:29,3862.0,38531.0,27.61, Shawarma 
2016-11-02 09:49:29,58082.0,11811.0,24.66, 66% of the mimosa madness 
2016-11-02 09:49:29,57580.0,3075.0,17.38, 🍲 
2016-11-02 09:49:29,75766.0,58594.0,36.21, Larv 
2016-11-02 09:49:29,62837.0,10770.0,5.96, Sugar Mama 
2016-11-02 09:49:29,4499.0,15904.0,10.83, Putting a roof over your head 
2016-11-02 09:49:29,69675.0,1866.0,28.15, Austin things 🏞 
2016-11-02 09:49:29,15770.0,3264.0,27.27, Tiki barge 
2016-11-02 09:49:29,34427.0,20409.0,6.17, Everything on that list today 
2016-11-02 09:49:29,14645.0,1603.0,26.52, 👳🏾 
2016-11-02 09:49:29,44528.0,5245.0,22.72, 🍊 
2016-11-02 09:49:29,60529.0,13673.0,50.01, Dinner 
2016-11-02 09:49:29,39836.0,72947.0,33.35, 💦🔌🔥 
2016-11-02 09:49:29,61052.0,2909.0,8.78, Kevin 🎉 
2016-11-02 09:49:29,27207.0,2810.0,31.84, Couch 
2016-11-02 09:49:29,2572.0,11778.0,28.28, Walmart 
2016-11-02 09:49:29,4979.0,812.0,23.15, 🍩 
2016-11-02 09:49:29,69921.0,21442.0,37.58, Police food 
2016-11-02 09:49:29,64647.0,10502.0,9.17, They want my nectar 
2016-11-02 09:49:29,68227.0,24344.0,20.16, Gassss. Love you bb! 
2016-11-02 09:49:29,58933.0,45367.0,21.09, Tickets 
2016-11-02 09:49:29,16139.0,30282.0,19.5, don't ask 
2016-11-02 09:49:29,25809.0,48622.0,11.29, Rebate 
2016-11-02 09:49:29,19107.0,48434.0,14.58, Kings game 
2016-11-02 09:49:29,7661.0,22962.0,19.02, 🍳 🍆💸👅🍜🍨🎂🍲🍞🍩🍱🍘🍱🍥🍫🍦🚃🚃🚃🚃🚃🚃🚃 
2016-11-02 09:49:29,4049.0,14659.0,28.79, 📽📽📽 
2016-11-02 09:49:29,47598.0,2460.0,12.27, 👌 
2016-11-02 09:49:29,40231.0,55310.0,15.87, 💻 
2016-11-02 09:49:29,50788.0,34237.0,22.12, 💦 
2016-11-02 09:49:29,2088.0,394.0,23.14, Burritos 
2016-11-02 09:49:29,22077.0,8900.0,14.7, Old navy 
2016-11-02 09:49:29,31127.0,23373.0,7.82, 🎤me & @lolo-Fang 
2016-11-02 09:49:29,27743.0,67364.0,27.29, 🍻🍻 
2016-11-02 09:49:29,65088.0,18815.0,11.21, We've already played this game 
2016-11-02 09:49:29,44473.0,52448.0,34.01, 🚆⛵️🌴🏄🏼🏖 
2016-11-02 09:49:29,18145.0,11782.0,23.85, tap dat 
2016-11-02 09:49:29,42323.0,4838.0,23.38, Boats n boats 
2016-11-02 09:49:29,5302.0,23605.0,30.38, lituation 💃🏽 
2016-11-02 09:49:29,76887.0,71323.0,18.64, Art gallery turn up 
2016-11-02 09:49:29,25845.0,1532.0,29.74, St. Regis 
2016-11-02 09:49:29,31350.0,27166.0,7.02, Shady Side- it's $15 for your other buddies too so just let them know! 
2016-11-02 09:49:29,41005.0,7469.0,20.25, Beans beers 🍻 
2016-11-02 09:49:29,8117.0,18511.0,1.8, Blues 
2016-11-02 09:49:29,9077.0,1371.0,30.14, Cafe 472 
2016-11-02 09:49:29,65345.0,10181.0,4.34, Dicks 
2016-11-02 09:49:29,76402.0,26501.0,33.06, Poker 
2016-11-02 09:49:29,58585.0,12455.0,41.1, 😳😳😂 
2016-11-02 09:49:29,24563.0,1357.0,19.09, 🎉🚌 
2016-11-02 09:49:29,33099.0,50527.0,18.54, RAJPUT! 
2016-11-02 09:49:29,35268.0,68485.0,19.22, Dinner-Pizza 
2016-11-02 09:49:29,13800.0,7753.0,16.47, 🍷🍻🍺🍾🍸 
2016-11-02 09:49:29,75119.0,7945.0,6.58, Mahal 
2016-11-02 09:49:29,29388.0,70162.0,13.85, Kegerator 
2016-11-02 09:49:29,11338.0,42195.0,27.44, ⛵ 
2016-11-02 09:49:29,46466.0,27093.0,16.42, Trader joes and target 
2016-11-02 09:49:29,69812.0,38490.0,26.57, RDA association fee 
2016-11-02 09:49:29,67865.0,54949.0,29.13, for Chicago lodgings 
2016-11-02 09:49:29,42046.0,15234.0,13.54, Bond. James Bond 
2016-11-02 09:49:29,4960.0,9885.0,4.82, Anything other than crappy wraps 
2016-11-02 09:49:29,37092.0,9338.0,36.79, Coffee 
2016-11-02 09:49:29,25715.0,19550.0,14.46, Rent 
2016-11-02 09:49:29,26144.0,7266.0,25.58, Waaaangs 
2016-11-02 09:49:29,7830.0,4798.0,15.03, 🍟 
2016-11-02 09:49:29,15769.0,52903.0,18.69, Meh 
2016-11-02 09:49:29,30929.0,49652.0,14.72, Why does this keep happening?🍔🍟 
2016-11-02 09:49:29,22212.0,1022.0,24.8, Skyyyyfaaaaaspectre. 
2016-11-02 09:49:29,70560.0,3784.0,26.84, Draaaaaaank 
2016-11-02 09:49:29,54470.0,9678.0,2.39, 🍷 
2016-11-02 09:49:29,63740.0,17539.0,13.62, JJ's 
2016-11-02 09:49:29,17524.0,7122.0,23.08, Youdon 
2016-11-02 09:49:29,50711.0,7812.0,15.46, Game of life 
2016-11-02 09:49:29,17853.0,18813.0,14.63, 🅿 
2016-11-02 09:49:29,42144.0,39195.0,34.24, 💻💸 September 
2016-11-02 09:49:29,44205.0,42342.0,8.08, Woo 
2016-11-02 09:49:29,39188.0,23973.0,10.55, Thai 
2016-11-02 09:49:29,51357.0,48339.0,13.81, 🍑🍆 
2016-11-02 09:49:29,49167.0,76112.0,42.83, Good 
2016-11-02 09:49:29,60235.0,18442.0,33.31, Ball is life 🏀 
2016-11-02 09:49:29,61520.0,6500.0,22.39, Aloozzz🎎🎎 
2016-11-02 09:49:29,76898.0,33591.0,24.49, Target gift card 
2016-11-02 09:49:29,4649.0,377.0,29.08, Things n stuff 
2016-11-02 09:49:29,29819.0,51729.0,28.66, 🚓🆗 
2016-11-02 09:49:29,701.0,4884.0,14.94, Bartaco 
2016-11-02 09:49:29,26410.0,34225.0,16.15, 👬 
2016-11-02 09:49:29,77039.0,74721.0,34.18, Here 
2016-11-02 09:49:29,49314.0,10157.0,21.6, Bagelbbbb 
2016-11-02 09:49:29,24557.0,27348.0,26.22, 💫 
2016-11-02 09:49:29,60698.0,13819.0,27.02, Hotpot🍲 
2016-11-02 09:49:29,69080.0,26540.0,24.73, Big Z 
2016-11-02 09:49:29,8445.0,1584.0,23.33, Conference 
2016-11-02 09:49:29,44266.0,14569.0,36.47, Ineeby jeebies 
2016-11-02 09:49:29,60376.0,13579.0,17.22, Betaaaa 
2016-11-02 09:49:29,47887.0,6089.0,24.27, 🔥 
2016-11-02 09:49:29,27166.0,220.0,24.32, 🍜🍜🍜 
2016-11-02 09:49:29,20016.0,35831.0,28.8, Red cups 
2016-11-02 09:49:29,41305.0,29221.0,10.28, Uber pool 
2016-11-02 09:49:29,11888.0,5179.0,16.48, 🐐 
2016-11-02 09:49:29,28226.0,70827.0,43.58, 👍🏿👍🏿 
2016-11-02 09:49:29,35873.0,3061.0,20.77, 🖕🏿 
2016-11-02 09:49:29,41210.0,29355.0,20.29, That Uber tho... 
2016-11-02 09:49:29,13844.0,70182.0,18.21, Groceries 
2016-11-02 09:49:29,2301.0,66288.0,28.95, 👍🏼 
2016-11-02 09:49:29,52739.0,48542.0,15.95, 🍔🍺🍷 
2016-11-02 09:49:29,35469.0,19687.0,30.22, 🍻 
2016-11-02 09:49:29,24390.0,64396.0,18.4, Minor League Tix 
2016-11-02 09:49:29,9391.0,60673.0,14.9, Change 
2016-11-02 09:49:29,40046.0,12212.0,22.02, Philz 🙃 
2016-11-02 09:49:29,53669.0,34161.0,20.48, 🐢 
2016-11-02 09:49:29,47492.0,5914.0,14.03, A spot 
2016-11-02 09:49:29,19096.0,19100.0,9.92, 🌮 
2016-11-02 09:49:29,61495.0,29528.0,10.77, Chauffeur 
2016-11-02 09:49:29,39831.0,4314.0,8.26, uHaul 
2016-11-02 09:49:29,64761.0,64768.0,16.33, 🍕🍕🍕 
2016-11-02 09:49:29,64545.0,11816.0,14.89, I have no idea why you venmoed me $40 so I'm paying you back 
2016-11-02 09:49:29,5198.0,44280.0,31.48, 🍕🍕🍕 
2016-11-02 09:49:29,77247.0,75895.0,34.51, 😉 
2016-11-02 09:49:29,62198.0,9957.0,25.42, Ff winnings 
2016-11-02 09:49:29,40530.0,4633.0,11.39, Rachel 💦🔌🔥 
2016-11-02 09:49:29,8975.0,14205.0,25.85, You know 
2016-11-02 09:49:29,44128.0,31073.0,33.78, 🎥 
2016-11-02 09:49:29,21380.0,10396.0,28.92, Flex 
2016-11-02 09:49:29,4564.0,3336.0,28.06, Pokemon Go and Chill? 
2016-11-02 09:49:29,55533.0,8891.0,22.41, Deli 
2016-11-02 09:49:29,3223.0,9780.0,22.9, Hanging w me more 
2016-11-02 09:49:29,7998.0,16186.0,12.73, 🍕 
2016-11-02 09:49:29,62309.0,15402.0,37.34, 🍻🍻🏈🏈 
2016-11-02 09:49:29,19213.0,22847.0,4.76, The Internetz 💻 & gass 🔥 [(77.77 + 6.45)/4 = $21.01] 
2016-11-02 09:49:29,74993.0,15555.0,31.24, 💀 
2016-11-02 09:49:29,47316.0,16233.0,39.88, Brunch and friendship 
2016-11-02 09:49:29,66683.0,21312.0,9.83, Ugh 
2016-11-02 09:49:29,50311.0,7653.0,7.64, All the thugs 
2016-11-02 09:49:29,32182.0,2507.0,11.31, 🙈 
2016-11-02 09:49:29,47288.0,12962.0,43.04, B Bar drank 
2016-11-02 09:49:29,13804.0,3292.0,41.69, Margaritas🍹! 
2016-11-02 09:49:29,54360.0,4695.0,14.67, Brunch boat 
2016-11-02 09:49:29,32951.0,50292.0,13.38, We them boys 
2016-11-02 09:49:29,39505.0,47367.0,10.66, Watermark😎 
2016-11-02 09:49:29,48990.0,3108.0,15.23, Mmmmmmmm 
2016-11-02 09:49:29,12527.0,58944.0,17.0, 20 
2016-11-02 09:49:29,71091.0,32369.0,17.61, 🍔🍳 
2016-11-02 09:49:29,47801.0,16545.0,21.82, 🅿️arking 
2016-11-02 09:49:29,63145.0,63198.0,17.03, LBK 
2016-11-02 09:49:29,42935.0,73614.0,17.34, Yeh 
2016-11-02 09:49:29,4738.0,3327.0,6.19, Cable/internet bill 
2016-11-02 09:49:29,6179.0,74031.0,21.6, 🍺 
2016-11-02 09:49:29,58149.0,34027.0,13.83, u know ;) 
2016-11-02 09:49:29,76846.0,32097.0,17.81, 🍝🍲🍜 
2016-11-02 09:49:29,34734.0,15762.0,11.13, Portugal 💰💰💰 
2016-11-02 09:49:29,45427.0,16378.0,19.06, 🛫🛬🐳 
2016-11-02 09:49:29,50642.0,2942.0,31.26, 🍺🍺🍺🍺🍻🍻❤️❤️❤️😘💪👍 
2016-11-02 09:49:29,32840.0,15867.0,14.93, 🎫 
2016-11-02 09:49:29,45515.0,5457.0,40.87, Birthday drinks for Ikue 
2016-11-02 09:49:29,34763.0,27110.0,7.24, Parking! Plus a dollar for beach girl. 
2016-11-02 09:49:29,62974.0,16108.0,3.84, 🍸 
2016-11-02 09:49:29,2407.0,15239.0,22.89, Titos 🍋 
2016-11-02 09:49:29,14610.0,21863.0,23.02, Tolls dawg 
2016-11-02 09:49:29,15255.0,76627.0,31.04, 🍕🍕🍕 
2016-11-02 09:49:29,32499.0,75423.0,10.94, Boats n hoes 
2016-11-02 09:49:29,47432.0,12622.0,28.83, Sweet lovin 💕 
2016-11-02 09:49:29,10726.0,23552.0,20.59, Life man woah 
2016-11-02 09:49:29,29110.0,68482.0,18.61, Fleece 
2016-11-02 09:49:29,70736.0,4756.0,36.95, 🍷🚗 
2016-11-02 09:49:29,77330.0,76948.0,28.62, Crabcakes and football 
2016-11-02 09:49:29,75286.0,5245.0,33.6, Food 
2016-11-02 09:49:29,44372.0,60332.0,17.12, CtP 
2016-11-02 09:49:29,21456.0,2976.0,4.28, 🤗 
2016-11-02 09:49:29,13255.0,552.0,15.36, 🍕 🍕 🍕 
2016-11-02 09:49:29,2636.0,2410.0,28.65, More 🎅🏿🎅🏿🎅🏿🎅🏿 
2016-11-02 09:49:29,10707.0,7844.0,4.67, 🖐 
2016-11-02 09:49:29,6007.0,1830.0,37.69, Congrats on your engagement! 
2016-11-02 09:49:29,32807.0,6486.0,9.53, Cash only problems 
2016-11-02 09:49:29,60556.0,26384.0,22.97, Rach 📺💸 
2016-11-02 09:49:29,49338.0,6866.0,34.37, Food 
2016-11-02 09:49:29,77107.0,45758.0,33.16, 🍾🍾🍾 
2016-11-02 09:49:29,16958.0,65308.0,20.54, 🚗 
2016-11-02 09:49:29,73287.0,14651.0,21.5, ✔️ 
2016-11-02 09:49:29,68481.0,25069.0,33.98, Embarrassing high school stories 
2016-11-02 09:49:29,20604.0,19752.0,23.44, LIRRRRRRRRRRRRRR 
2016-11-02 09:49:29,68896.0,76708.0,19.32, 🐠 
2016-11-02 09:49:29,36141.0,10065.0,14.43, 🏌 
2016-11-02 09:49:29,40261.0,75299.0,25.17, Amazon movie 
2016-11-02 09:49:29,44944.0,18900.0,35.13, ☀️ 
2016-11-02 09:49:29,15429.0,602.0,18.81, Kale salad with beans 
2016-11-02 09:49:29,51379.0,8164.0,10.09, 5-1 
2016-11-02 09:49:29,19331.0,629.0,18.72, 🍸🍹 
2016-11-02 09:49:29,16957.0,60613.0,21.23, old man cane 
2016-11-02 09:49:29,12966.0,59648.0,21.77, Nachooooooo 
2016-11-02 09:49:29,67585.0,76655.0,14.69, 🍕🍕🍕🍕🍕mmmm 
2016-11-02 09:49:29,60092.0,59613.0,14.35, ⚾️ 
2016-11-02 09:49:29,54024.0,21246.0,12.44, Chinaman 
2016-11-02 09:49:29,6428.0,24340.0,2.73, Kale salad 
2016-11-02 09:49:29,1639.0,69799.0,5.78, 🍉 
2016-11-02 09:49:29,74994.0,51989.0,21.8, Jitney 
2016-11-02 09:49:29,62716.0,58688.0,32.22, A Padres sweep 
2016-11-02 09:49:29,16184.0,12701.0,24.44, 🚗🙅🏼 
2016-11-02 09:49:29,4967.0,25422.0,12.79, 🅿 
2016-11-02 09:49:29,8032.0,5000.0,17.05, Wd40 
2016-11-02 09:49:29,16868.0,63615.0,15.98, Deep Vs 
2016-11-02 09:49:29,38635.0,1325.0,22.99, ⛳ 
2016-11-02 09:49:29,51286.0,8080.0,6.68, Das goods 
2016-11-02 09:49:29,69584.0,1826.0,14.09, Trader Jawns  goodies 
2016-11-02 09:49:29,1333.0,882.0,4.74, 🍖🌮🍰👍🏻 
2016-11-02 09:49:29,1080.0,2170.0,3.57, Satan 
2016-11-02 09:49:29,65025.0,18762.0,13.89, Golf 🙄 
2016-11-02 09:49:29,16867.0,381.0,23.97, Keep the change 💰💰💰 
2016-11-02 09:49:29,71442.0,6900.0,22.25, Jug 
2016-11-02 09:49:29,4862.0,13890.0,14.77, PG&E 
2016-11-02 09:49:29,27490.0,4858.0,25.97, Ily 
2016-11-02 09:49:29,12961.0,77360.0,10.22, 🏌 
2016-11-02 09:49:29,44107.0,63471.0,25.88, I'm on a boat! 
2016-11-02 09:49:29,44685.0,18668.0,23.81, 🍖 🍺 
2016-11-02 09:49:29,67680.0,51402.0,27.69, 🎉 
2016-11-02 09:49:29,1176.0,1277.0,20.31, Zoses tix 
2016-11-02 09:49:29,16974.0,20384.0,29.01, food 
2016-11-02 09:49:29,65789.0,19550.0,17.83, 💸 
2016-11-02 09:49:29,64598.0,76330.0,12.32, q 
2016-11-02 09:49:29,74303.0,17730.0,29.96, Lv 
2016-11-02 09:49:29,35266.0,3264.0,30.48, Dinner stuff 
2016-11-02 09:49:29,31649.0,2675.0,21.47, Spit 💦 
2016-11-02 09:49:29,55957.0,5224.0,57.19, Uber everywhere 
2016-11-02 09:49:29,56349.0,10665.0,15.75, 🍴🍻 
2016-11-02 09:49:29,4847.0,7122.0,14.63, ❤️💛💚💙💜 
2016-11-02 09:49:29,3746.0,323.0,23.4, Wiz 🏀 
2016-11-02 09:49:29,39229.0,26943.0,1.5, ayyy 🍻 
2016-11-02 09:49:29,138.0,31423.0,18.73, Burrito 
2016-11-02 09:49:29,57296.0,73902.0,35.9, Howard Kim 
2016-11-02 09:49:29,68251.0,7338.0,21.58, 🚙🚕🚗 
2016-11-02 09:49:29,44819.0,35915.0,29.64, Dame más gasolina ⛽ 
2016-11-02 09:49:29,75683.0,12414.0,23.52, 🎄🎄🎄🎄🎄 
2016-11-02 09:49:29,66207.0,20452.0,16.9, Bed 
2016-11-02 09:49:29,46285.0,5367.0,24.96, 🍴 
2016-11-02 09:49:29,17793.0,461.0,29.3, Rent 
2016-11-02 09:49:29,21857.0,8621.0,34.94, 🌟⭐️🌟🐳 
2016-11-02 09:49:29,20262.0,6289.0,29.83, 71 uni + 20 sushi rice 
2016-11-02 09:49:29,12179.0,12067.0,24.86, 🍻🍻🍻 
2016-11-02 09:49:29,40969.0,9121.0,17.47, 🍉🍍🍉🍍 
2016-11-02 09:49:29,24878.0,6767.0,10.46, Beverages 
2016-11-02 09:49:29,57288.0,9709.0,22.75, Beam 
2016-11-02 09:49:29,27463.0,1790.0,26.19, 🇲🇽🇲🇽🇲🇽 
2016-11-02 09:49:29,1552.0,8604.0,4.14, Uber 
2016-11-02 09:49:29,73143.0,4671.0,26.66, Prizza 
2016-11-02 09:49:29,70623.0,7902.0,21.04, SHAKAH 🍴🏄🏼 
2016-11-02 09:49:29,27817.0,1622.0,11.64, 😎 
2016-11-02 09:49:29,35428.0,3001.0,6.21, ⛽️ 
2016-11-02 09:49:29,8626.0,31318.0,11.8, Cruise 
2016-11-02 09:49:29,69221.0,26768.0,22.64, Neon nitesss 
2016-11-02 09:49:30,10083.0,13754.0,23.66, 😛 
2016-11-02 09:49:30,11396.0,2507.0,23.59, Shindig 🎉 
2016-11-02 09:49:30,76264.0,15516.0,2.62, 👌🏼 
2016-11-02 09:49:30,35838.0,12592.0,18.93, Za 
2016-11-02 09:49:30,16352.0,10737.0,23.72, 💦 
2016-11-02 09:49:30,17125.0,2606.0,24.44, ⛵ partial payment 
2016-11-02 09:49:30,59926.0,13230.0,16.79, Sweet afton 
2016-11-02 09:49:30,30779.0,6456.0,28.07, Michael Anthony 
2016-11-02 09:49:30,35554.0,3924.0,9.36, Dinner 
2016-11-02 09:49:30,71771.0,7741.0,18.03, Things 
2016-11-02 09:49:30,56260.0,47750.0,19.97, 🍻 and because u are awesome 😄 
2016-11-02 09:49:30,67955.0,12996.0,23.77, 🚕 
2016-11-02 09:49:30,54944.0,26195.0,15.57, 🍪🍼 & 🚖 
2016-11-02 09:49:30,26300.0,5279.0,31.07, Paul turns 21 and Azzy can't chug 
2016-11-02 09:49:30,46791.0,10082.0,24.8, Box logo. 
2016-11-02 09:49:30,59230.0,45455.0,10.18, 🍜 
2016-11-02 09:49:30,10538.0,2258.0,30.18, presale 
2016-11-02 09:49:30,55710.0,75443.0,11.43, Never forget the vodka cup 
2016-11-02 09:49:30,30303.0,73974.0,14.44, 🌮 
2016-11-02 09:49:30,11750.0,143.0,12.1, 🍶 
2016-11-02 09:49:30,32852.0,2601.0,24.31, 🚙 insurance 
2016-11-02 09:49:30,73288.0,41229.0,13.31, 📺💸 
2016-11-02 09:49:30,14864.0,50541.0,14.46, 🍔 
2016-11-02 09:49:30,1297.0,394.0,9.87, La fit 
2016-11-02 09:49:30,49790.0,4787.0,17.24, PGA Championship 
2016-11-02 09:49:30,3093.0,76321.0,27.38, Lalala 
2016-11-02 09:49:30,37034.0,70818.0,24.01, 😼 
2016-11-02 09:49:30,73107.0,40616.0,30.64, 7 more l8r 
2016-11-02 09:49:30,39016.0,42283.0,25.22, Oober 
2016-11-02 09:49:30,75447.0,76503.0,10.48, Kozakh necklace 
2016-11-02 09:49:30,31475.0,2481.0,16.26, for MII Gifts 
2016-11-02 09:49:30,57821.0,28597.0,19.94, Fresh corn grill 
2016-11-02 09:49:30,57219.0,16040.0,28.97, Chips 
2016-11-02 09:49:30,70804.0,31433.0,26.4, 🚗 
2016-11-02 09:49:30,49950.0,34537.0,27.4, 🍾🙋🏽💃🏽 
2016-11-02 09:49:30,42043.0,2669.0,31.02, Glmc food 
2016-11-02 09:49:30,61583.0,9179.0,17.01, Help 
2016-11-02 09:49:30,19685.0,58224.0,15.17, Herpes medicine 
2016-11-02 09:49:30,45582.0,7576.0,35.59, 🌮s 
2016-11-02 09:49:30,67077.0,21937.0,29.0, Anchor splash money 
2016-11-02 09:49:30,34285.0,2831.0,16.08, I hate my phone and my life 
2016-11-02 09:49:30,62955.0,5398.0,36.88, Phish 
2016-11-02 09:49:30,75486.0,53668.0,27.76, San Diego 
2016-11-02 09:49:30,1779.0,22932.0,6.85, 😬😬🏡for nov.🏡 
2016-11-02 09:49:30,45626.0,28601.0,39.78, 🍞more carbs 
2016-11-02 09:49:30,18226.0,18049.0,10.38, Beer khed 
2016-11-02 09:49:30,62639.0,301.0,18.81, Churros 
2016-11-02 09:49:30,13747.0,12251.0,30.2, Bowling 
2016-11-02 09:49:30,27574.0,41435.0,14.15, For bills on splitwise.com 
2016-11-02 09:49:30,33428.0,11550.0,8.87, Breakfast 
2016-11-02 09:49:30,58171.0,6792.0,13.13, • 
2016-11-02 09:49:30,67783.0,49692.0,14.71, 👍🏼 
2016-11-02 09:49:30,32435.0,2905.0,29.84, 🔙 
2016-11-02 09:49:30,146.0,15.0,24.13, Shady holes in the wall 
2016-11-02 09:49:30,435.0,855.0,17.05, 🖕🏻 
2016-11-02 09:49:30,30069.0,2276.0,9.03, Bc Bryant is bitching 
2016-11-02 09:49:30,14701.0,14807.0,11.88, Staying hydrated 
2016-11-02 09:49:30,67758.0,18160.0,20.91, Maine 
2016-11-02 09:49:30,63098.0,19903.0,21.46, 🌯🌯🌯🌯 
2016-11-02 09:49:30,76164.0,62757.0,25.84, 🐸 
